AREA,EIC,EICSUM,EICSOU,EICMAT,EICSUB,POLLUTANT,SEASON,CONTROL_TYPE,2010
CALAVERAS, 724-708-1100-0000,"724-MEDIUM DUTY TRUCKS (MDV)","708-NON-CATALYST EVAPORATIVE RUNNING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-710-1100-0000,"724-MEDIUM DUTY TRUCKS (MDV)","710-NON-CATALYST EVAPORATIVE RESTING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-712-1100-0000,"724-MEDIUM DUTY TRUCKS (MDV)","712-NON-CATALYST HOT SOAK","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-714-1100-0000,"724-MEDIUM DUTY TRUCKS (MDV)","714-NON-CATALYST DIURNAL","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-718-0248-0000,"724-MEDIUM DUTY TRUCKS (MDV)","718-NON-CATALYST TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-720-5410-0000,"724-MEDIUM DUTY TRUCKS (MDV)","720-NON-CATALYST BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-731-1100-0000,"724-MEDIUM DUTY TRUCKS (MDV)","731-CATALYST STARTS","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0002
CALAVERAS, 724-734-1100-0000,"724-MEDIUM DUTY TRUCKS (MDV)","734-CATALYST HOT STABILIZED EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0006
CALAVERAS, 724-736-1100-0000,"724-MEDIUM DUTY TRUCKS (MDV)","736-CATALYST EVAPORATIVE RUNNING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-738-1100-0000,"724-MEDIUM DUTY TRUCKS (MDV)","738-CATALYST EVAPORATIVE RESTING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-740-1100-0000,"724-MEDIUM DUTY TRUCKS (MDV)","740-CATALYST HOT SOAK","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-742-1100-0000,"724-MEDIUM DUTY TRUCKS (MDV)","742-CATALYST DIURNAL","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-744-0248-0000,"724-MEDIUM DUTY TRUCKS (MDV)","744-CATALYST TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0004
CALAVERAS, 724-746-5410-0000,"724-MEDIUM DUTY TRUCKS (MDV)","746-CATALYST BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0034
CALAVERAS, 724-764-1210-0000,"724-MEDIUM DUTY TRUCKS (MDV)","764-DIESEL HOT STABILIZED EXHAUST","1210-DIESEL (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 724-766-0248-0000,"724-MEDIUM DUTY TRUCKS (MDV)","766-DIESEL TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 724-768-5410-0000,"724-MEDIUM DUTY TRUCKS (MDV)","768-DIESEL BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-701-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","701-NON-CATALYST STARTS","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-706-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","706-NON-CATALYST HOT STABILIZED EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-707-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","707-NON-CATALYST IDLE EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-708-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","708-NON-CATALYST EVAPORATIVE RUNNING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-710-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","710-NON-CATALYST EVAPORATIVE RESTING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-712-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","712-NON-CATALYST HOT SOAK","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-714-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","714-NON-CATALYST DIURNAL","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-731-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","731-CATALYST STARTS","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 732-734-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","734-CATALYST HOT STABILIZED EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0002
CALAVERAS, 732-735-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","735-CATALYST IDLE EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-736-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","736-CATALYST EVAPORATIVE RUNNING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-738-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","738-CATALYST EVAPORATIVE RESTING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-740-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","740-CATALYST HOT SOAK","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-742-1100-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","742-CATALYST DIURNAL","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 732-744-0248-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","744-CATALYST TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 732-746-5410-0000,"732-LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1)","746-CATALYST BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0014
CALAVERAS, 733-701-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","701-NON-CATALYST STARTS","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-706-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","706-NON-CATALYST HOT STABILIZED EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-707-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","707-NON-CATALYST IDLE EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-708-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","708-NON-CATALYST EVAPORATIVE RUNNING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-710-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","710-NON-CATALYST EVAPORATIVE RESTING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-712-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","712-NON-CATALYST HOT SOAK","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-714-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","714-NON-CATALYST DIURNAL","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-731-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","731-CATALYST STARTS","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-734-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","734-CATALYST HOT STABILIZED EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-735-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","735-CATALYST IDLE EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-736-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","736-CATALYST EVAPORATIVE RUNNING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-738-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","738-CATALYST EVAPORATIVE RESTING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-740-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","740-CATALYST HOT SOAK","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-742-1100-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","742-CATALYST DIURNAL","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-744-0248-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","744-CATALYST TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 733-746-5410-0000,"733-LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2)","746-CATALYST BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 734-701-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","701-NON-CATALYST STARTS","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-706-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","706-NON-CATALYST HOT STABILIZED EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-707-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","707-NON-CATALYST IDLE EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-708-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","708-NON-CATALYST EVAPORATIVE RUNNING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-710-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","710-NON-CATALYST EVAPORATIVE RESTING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-712-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","712-NON-CATALYST HOT SOAK","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-714-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","714-NON-CATALYST DIURNAL","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-718-0248-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","718-NON-CATALYST TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-720-5410-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","720-NON-CATALYST BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-731-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","731-CATALYST STARTS","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-734-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","734-CATALYST HOT STABILIZED EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-735-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","735-CATALYST IDLE EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-736-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","736-CATALYST EVAPORATIVE RUNNING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-738-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","738-CATALYST EVAPORATIVE RESTING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-740-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","740-CATALYST HOT SOAK","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-742-1100-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","742-CATALYST DIURNAL","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-744-0248-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","744-CATALYST TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 734-746-5410-0000,"734-MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT)","746-CATALYST BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 736-701-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","701-NON-CATALYST STARTS","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-706-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","706-NON-CATALYST HOT STABILIZED EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-708-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","708-NON-CATALYST EVAPORATIVE RUNNING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-710-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","710-NON-CATALYST EVAPORATIVE RESTING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-712-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","712-NON-CATALYST HOT SOAK","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-714-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","714-NON-CATALYST DIURNAL","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-718-0248-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","718-NON-CATALYST TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-720-5410-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","720-NON-CATALYST BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-731-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","731-CATALYST STARTS","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-734-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","734-CATALYST HOT STABILIZED EXHAUST","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-736-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","736-CATALYST EVAPORATIVE RUNNING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-738-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","738-CATALYST EVAPORATIVE RESTING LOSSES","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-740-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","740-CATALYST HOT SOAK","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-742-1100-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","742-CATALYST DIURNAL","1100-GASOLINE (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-744-0248-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","744-CATALYST TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 736-746-5410-0000,"736-HEAVY HEAVY DUTY GAS TRUCKS (HHDGT)","746-CATALYST BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 742-764-1210-0000,"742-LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1)","764-DIESEL HOT STABILIZED EXHAUST","1210-DIESEL (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0039
CALAVERAS, 742-765-1210-0000,"742-LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1)","765-DIESEL IDLE EXHAUST","1210-DIESEL (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 742-766-0248-0000,"742-LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1)","766-DIESEL TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0002
CALAVERAS, 742-768-5410-0000,"742-LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1)","768-DIESEL BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0024
CALAVERAS, 743-764-1210-0000,"743-LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2)","764-DIESEL HOT STABILIZED EXHAUST","1210-DIESEL (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0007
CALAVERAS, 743-765-1210-0000,"743-LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2)","765-DIESEL IDLE EXHAUST","1210-DIESEL (UNSPECIFIED)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 743-766-0248-0000,"743-LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2)","766-DIESEL TIRE WEAR","0248-RUBBER TIRES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 743-768-5410-0000,"743-LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2)","768-DIESEL BRAKE WEAR","5410-BRAKE DUST","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0006
CALAVERAS, 744-761-1210-7000,"744-MEDIUM HEAVY DUTY DIESEL TRUCKS (MHDDT)","761-DIESEL STARTS","1210-DIESEL (UNSPECIFIED)","7000-T6 Ag - DSL",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
